用户昵称,商品id,评分,商品尺寸,商品颜色,评论时间,评论内容,评论类型
****f,15081152046,2,80升,【新品首发】电子镁棒零电洗,2020-12-22 14:13:40,不过滤水中杂质，虚假宣传,neg
o***9,15017237423,5,60升,【高端旗舰】电子镁棒即开即热,2020-12-08 18:34:23,外形外观：这个颜色应该是比较耐脏，没有白色的好看！外形还好！中规中矩 加热速度：很快，比很久以前传统的加热棒好很多，也健康很多，希望寿命也有进步 耗能情况：没有测算出来，毕竟刚装不久！ 洗浴时间：一家人，升的容量，都是十多分钟左右的洗浴时间，都够用。 其他特色：美的的安转师傅太水了！管路我自己没工具，没办法重新装，他给我装的插排？小学生水平？把墙打得千疮万孔！备注要水钻，也不拿！广西贺州市美的售后真垃圾！瘸腿老板一看就不是好人！,pos
****v,15298404759,5,60升,【新品首发】电子镁棒零电洗,2021-02-06 12:07:04,外形外观：高大尚 加热速度：就是快！ 耗能情况：物超所值 洗浴时间：随心所浴 其他特色：安装服务态度好,pos
甘***人,15756344375,5,60升,【新品首发】电子镁棒零电洗,2021-06-03 20:16:18,棒极了!发货速度快，安装人员热情，态度好。热水器很是美观。还没使用，用完了再来追评!,pos
****d,15828926780,5,60升,【新品首发】电子镁棒零电洗,2021-06-18 19:03:23,大品牌就是值得信赖，机器很美观，美的安装于师傅服务很满意，一次愉快的购物，给好评,pos
u***k,15761131681,5,60升,【新品首发】电子镁棒零电洗,2021-06-04 19:40:40,京东活动下单购入 ，发货非常迅速， 第二天直接到货 ，送货上门， 非常方便 ，安装师傅当天下午就上门给安装好了， 直接联网调试成功 。期待日后的使用效果,pos
****r,16690150655,5,80升,??【黑科技】电子镁棒零电洗,2021-11-20 09:21:28,质量很好安装师傅很细心的安装好 也试水了 真心不错 外形外观：很精美,pos
****o,15068932536,5,60升,【鸿蒙智联】除氯净水护发柔肤,2020-12-19 17:41:27,外形外观：外观设计漂亮，颜色很大气 加热速度：速度快，温度控制很稳定 其他特色：功能效果很好,pos
****8,16695648114,5,80升,【高端旗舰】电子镁棒涡旋速热,2021-11-21 09:45:46,很好用，配送也很快，京东服务真好，好评好评好评！下次有需要还来,pos
风***声,15045647406,5,60升,【新品首发】电子镁棒零电洗,2020-12-14 17:58:43,安装工程师王天军师傅服务特别好  我家安装比较繁琐 王师傅不厌其烦的安装到位 活干得也特别漂亮 安装得比我们想象的要完美好多 而且还帮忙把我家的排风插头一块给改造到热水器插座里  太感谢王师傅了  要不排风还不知道怎么弄好呢  我家因为线是平方的 所以只能使那档  的那档没法使 容易烧线 建议宝宝们买时一定要看好了  热水器的效果使用后再来评价,pos
3***6,15972805033,5,60升,【新品首发】电子镁棒零电洗,2021-07-12 14:00:08,性价比足，买了第二天就到了，非常好，非常愉快的购物，功能强大，不错，个人很喜欢，无论是掌柜的态度还是物品都非常满意的，只信京东！没有之一，款式好看简约美观，真的是老牌子，真是性价比很高，智能互联，动动手指便可操作，非常安静 不用担心有杂音，太棒了然后重点表扬一下小姐姐服务态度，期待呢，总之完美棒棒哒，,pos
****6,16510152448,5,60升,【极地套系】电子镁棒免清洗,2021-10-24 10:52:15,美的现在不管是质量和售后都做的很好也很大，价格十分适中，现在家里的电气大多是美的，这次还是选择这个品牌，外观漂亮，免清洗比较省心，以后看看耐用性如何！,pos
****f,16569006850,5,60升,??【黑科技】电子镁棒零电洗,2021-11-03 20:31:48,宝贝收到了，是我想要的，手感很好，质量也很好。客服态度非常好，有问题及时解决，总体来说非常满意，快递收到了质量情况，建议购买正品棒棒糖。还会再次光临好大小，精致个体，总体很好，送货，小伙子服务到位，物美价廉。师傅专业认证。做工细致柔软的好像是得了精工神速。体现品质，发货还是安装都是很快，宝贝非常满意，师傅很专业，非常准时，各种功能齐全，当天来安装。总之买美的就不会错了,pos
嫦***月,16594927588,5,60升,【高端旗舰】电子镁棒涡旋速热,2021-11-07 20:02:59,热水器很棒，发货快安装也快。服务一条龙。电器一直都在京东买，美的信得过,pos
滔***户,16693079641,5,60升,??【黑科技】电子镁棒零电洗,2021-11-20 18:22:09,美的电热水器升，下午安装上去了，非常好用，第二次购买,pos
z***4,16463680280,5,60升,【内胆免清洗】电子镁棒零电洗,2021-10-15 08:55:29,这个热水器白色外观很喜欢，触屏灵敏，安装师傅尺寸，高度都把握的很好，专业。京东客服服务态度也很好。希望美的产品不要令人失望。,pos
****e,16611869718,5,80升,【高端旗舰】电子镁棒涡旋速热,2021-11-10 14:08:01,美的热水器已收到了，并且按装好了，觉得很好用，美的值得信赖，家用电器选美的吧好评,pos
梁***3,14848468709,5,60升,【新品首发】电子镁棒零电洗,2020-11-05 19:27:59,外形外观：很漂亮 加热速度：加热速度：加热速度快  其他特色：安装师傅很热心，安装的很满意，是自己喜欢的，非常感谢安装师傅,pos
****d,16425473265,5,80升,【奢华净浴】除氯净水护发柔肤,2021-10-07 10:47:18,东西发货很快，配送到家，虽然是自己安装的，安装师傅超级热情主动打电话来询问，热水器超级智能，我是家里人推荐买的同一个型号,pos
****s,15470225405,5,60升,【新品首发】电子镁棒零电洗,2021-03-28 09:06:39,外形外观：中规中矩，尺寸比我两年前买的会小一些，体积相对不用那么大。 加热速度：挺快的，毕竟有。 耗能情况：新国标的一级能耗 洗浴时间：还没试过 其他特色：京东送货很快，安装师傅服务也很到位。,pos
0***g,14696880767,5,60升,【新品首发】电子镁棒零电洗,2020-09-29 08:57:10,外形外观：外观非常漂亮，触摸屏加遥控还有远程手机操控非常方便。 加热速度：加热很快 耗能情况：才开始使用，具体还要看以后。一级变频应该不会很费电。 其他特色：防电墙加出水断电可以很安心的使用了，安装师傅非常认真负责点赞。,pos
性***牛,15467130327,5,60升,【新品首发】电子镁棒零电洗,2021-03-27 11:22:29,新款电子镁棒免洗款，看着挺不错的，性价比还可以，安装服务很不错，买了了很多美的产品，性价比很高，质量很好，售后服务很到位。,pos
我***呀,16297121166,5,80升,【新品首发】电子镁棒零电洗,2021-09-13 14:43:25,"燃气热水器安装好之后使用了一段时间. 总的来说比较满意：产品简洁大方是我喜欢的，产品简单易用; 烧水速度挺快的. 目前还没有发现明显的缺点 售前售后都很专业, 师傅很认真负责，售后师傅上门快，预约时间准时到达，安装好之后耐心讲解，水管走的美丽，横平竖直，有需要还会继续购买。",pos
封***昌,16075806347,5,80升,【高端旗舰】电子镁棒即开即热,2021-08-02 21:36:40,安装快，服务好，很满意，,pos
成***麻,14321205537,5,60升,【高端旗舰】电子镁棒即开即热,2020-06-21 14:33:14,外形外观：高大上的外形 加热速度：加热速度快 其他特色：可预约时间，特别特别方便,pos
k***n,16735678100,5,60升,??【黑科技】电子镁棒零电洗,2021-11-28 12:16:41,热水器已经安装完毕，颜值很高，出热水快，美的产品值得信赖,pos
m***2,16655138708,5,60升,【高端旗舰】电子镁棒涡旋速热,2021-11-15 22:13:59,外形外观：不错 洗浴时间：持续加热适合两人 加热速度：很快 安装很不爽，没有按时上门,pos
覃***-,15937924525,5,80升,【新品首发】电子镁棒零电洗,2021-07-07 07:00:43,服务很好，物流很快。 加热速度：挺快的 耗能情况：不怎么费电 其他特色：                                    服务很好，好评,pos
****8,15131970561,5,60升,【高端旗舰】电子镁棒即开即热,2021-01-04 05:37:18,这款热水器 外形外观：大气 加热速度：很快 耗能情况：节省 洗浴时间：可控 物流，安装服务都很好，值得购买。,pos
地***雷,16691676675,5,60升,??【黑科技】电子镁棒零电洗,2021-11-20 13:57:30,热水器很漂亮，功能强大，热的也很快，而且是电子镁棒，终身不用换，经济划算。,pos
j***l,15297380442,5,60升,【新品首发】电子镁棒零电洗,2021-02-06 01:38:04,外形外观：大白条。很好看。颜值很不错。就是插头大家要稍微注意。热水器是要的。 加热速度：速度正常。使用简单易上手。 其他特色：安装师傅很好约。安装服务齐全。不用操心。基本上就是花小钱解决大问题。很不错。,pos
****c,14421469482,5,60升,【高端旗舰】电子镁棒即开即热,2020-07-15 20:55:33,外形外观：金色的外观好赞，看起来好高大上，还有那个渐变的面板太好看了，真的是太好看了,pos
智***玲,16626250779,5,80升,??【黑科技】电子镁棒零电洗,2021-11-12 11:51:10,收到美的电热水器一台，价格实惠，非常满意老牌子值得信赖,pos
藕***肉,16218527628,5,60升,【新品首发】电子镁棒零电洗,2021-08-29 16:17:09,灰常不错?，老爸老妈很开心，特意嘱咐给安装师傅点个星? 外形外观：不错?很时尚 其他特色：手机控制，爸妈把热水器放的有点高&;.,pos
p***5,15395255488,5,60升,【新品首发】电子镁棒零电洗,2021-03-08 12:16:58,外观漂亮简洁，加热速度非常快。安装师傅技艺熟练，很快就给装上了?,pos
****户,15984453042,5,60升,【新品首发】电子镁棒零电洗,2021-07-14 19:25:47,宝贝收到了，颜值不错，质量也没有问题物超所值。安装师傅服务非常好。,neg
小***o,15183768203,5,60升,【鸿蒙智联】除氯净水护发柔肤,2021-01-11 11:15:51,外形外观：漂亮  银色很耐看 比金黄色白色显的高级 加热速度：双管加热 其他特色：智能控制  免换镁棒省的以后麻烦,pos
2***m,15877361701,5,60升,【新品首发】电子镁棒零电洗,2021-06-27 12:51:47,这个是给弟媳娘家买的，安装的时候我不在场，听弟媳说师傅安装很负责很仔细，谢谢师傅啦！辛苦啦！一起还给老爸家也买了一台，老爸也还喜欢！图片,pos
****x,16761878361,5,60升,??【黑科技】电子镁棒零电洗,2021-12-03 11:14:14,? 外形外观：美观整洁干净美观 加热速度：加热速度可以自调 耗能情况：刚安装好，后续看看 洗浴时间：很满意，温度够了,pos
z***7,16750319904,5,60升,??【黑科技】电子镁棒零电洗,2021-12-01 07:21:17,家里用的都是美的 不仅外观漂亮而且还很节能 售后服务也很不错 值得信赖 特别镁棒的设计 贴心了,pos
p***n,16756032664,5,80升,【高端旗舰】电子镁棒涡旋速热,2021-12-02 09:35:24,非常好的购物体验，美的的产品质量一直杠杠滴！已经用上了，冬天洗澡很舒服。赞??,pos
