评论人昵称,星级,等级,时间,有用数,评语
曌影,3,还行,2020-08-19 22:40:01,98,"
【C＋】太难给分了。。管虎不太会玩，舞台化与隐喻皆是画蛇添足。第一反应就是《少年的你》，不仅是争议性，更是同样相当可惜，以及超级灾难的剧本（台词蠢的我想哭）。属于那种每个镜头都精心设计，然后胡乱剪辑，完全缺乏整体意识。开场就已显现乏力，漫无目的的在几个视角频繁切换，引入、史料、入题及最后题目，整段编排简直灾难。又好奇尽管如此管虎还要以天划分多段式，几次后才能看出巨大野心；但战争片究竟应该如何变奏？对比《现代启示录》就是神与人的差距。管虎懂得如何营造，但丝毫不懂如何维持，于是过于不加节制：几乎从头到尾用动感或浅焦强行锁住视点，情感张力最强的一段跳楼却慢慢不知收敛，又随意插入外部视角，甚至结尾叠化叠了六七次。。不过无论如何，无论是意识或是工业，它在向前不断探索，而这也正是目前大陆最需要的电影。
"
躲猫猫社社长,1,很差,2020-08-17 23:20:33,98,"
太差了。基础叙事讲5个Ws（Who, What, When, Where, Why）一个How，一个也没讲清楚。走路没走好，中途还试图踩单车。护旗虽是房间里的大象，但是唯一一场有明确目标的场景。八佰估计怀疑1917这时上映是刁民存心羞辱自己。
"
大头绿豆,3,还行,2020-08-21 20:42:42,82,"
这场战斗本身就充满奇幻，导演当然占尽这种便宜，所有的戏都围着苏州河演开。能看到他想雕琢出的群像和个体，也都有或粗或细的成长描写，但因为野心太大，结果我们眼前更多的还是一个个写好的标签。租界里奉献了一些不错的细节，但庞杂的信息中难免显得部分多余。前一个小时在他们绑着手榴弹跳下去达到高潮，但哭完之后我会想为啥不用尸体丢下去，以及，不得不迎来啰嗦冗长，煽情过曝的后一个小时。黄晓明及时提醒我们这部片的水准，我一看敦刻尔克我才给了四星，只好三星了事。
"
孟浪,3,还行,2020-08-18 00:06:48,95,"
影片刻意放大了以苏州河为界两岸对垒下的坚守与投降、牺牲与逃跑两种选择的对立与凝视，导演的创作路径是由一种多视角叙事呈现出对中华民族抗敌奇迹的围观，进而以八百壮士死守四行仓库为核心，搭配政客、戏子、妓女、知识分子、学生、黑帮、汉奸、记者等符号化的人设，展开对人性的赞美与讽刺、政治的把玩与嘲弄。但群戏的最大难点就在于对演员表演方式的统一调配以及平衡感的把握，显而易见，杜淳、黄晓明、李晨等华谊兄弟系男演员并没有撑得起这样的期望。当然，影片最大的败笔还是对老算盘、老铁等几个人物近乎偷懒地、漫画式地塑造，一些轻浮的喜剧元素完全冲淡了战争片本该有的残酷感和严肃性，乃至于结尾浮皮潦草地进行几处人性升华也就难以令人信服。此外，影片还想以伪纪实烘托出几分历史真实感，但手法太过低劣，远没有达到以假乱真的水准。
"
阿暖,4,推荐,2020-08-14 13:58:04,114,"
战争的背后都是政治，那电影的背后当然也只有政治。
"
老袁,3,还行,2020-09-02 13:05:58,78,"
完全看不出导演反战，只感受到导演对战争的迷恋。
"
兮颜,1,很差,2020-08-24 10:52:09,98,"
不好意思，真不喜欢看，为煽情而煽情，大型架空历史玄幻抗日电影
"
[已注销],2,较差,2020-08-21 13:13:01,345,"
开始能给四颗星，看到最后两颗星……
"
测不准的索菲娅,2,较差,2020-08-14 21:16:25,230,"
看到一半无力吐槽，一星给题材，一星给摄像。我怕看完连两分也给不了了。
"
嘟嘟熊之父,2,较差,2020-08-14 22:31:53,208,"
不能仅歌颂英雄，一定要歌颂国人，问题就出在这里。大概到第100分钟，电影已经完成了它的使命。摄影机如一把枪，全程模拟瞄准的过程，以全景镜头预警即将到来的惨烈，枪战炮火中贯穿始终的浅景深摇镜制造出信息过载的假象。当然，视点的限制意味着画外可能发生一切，但无法说服自己如此的高强度感官冲击不是假象，因为靶心始终只有敌军一方，且开场即被明晃晃地曝露在外，瞄准的动作沦为形式，脱靶又显然不现实，四面八方全是靶心，你又如何能脱靶。
"
荒野一鸽,3,还行,2020-08-21 13:16:09,136,"
算是典型的情绪电影，镜头着重渲染情绪，背后的逻辑和思考没有感受到。
"
沁言子,3,还行,2021-03-08 01:05:32,0,"
拍得一般
"
王湾下雨了,2,较差,2020-08-14 22:49:56,213,"
除了枪炮血腥之外啥也没有，各个空洞洞的人物，一场战争拍成了运动会，租界上的看客是观众在呐喊助威，仓库里的战士是演员在表演，管虎不会拍电影，和审查删减无关，浪费人力物力金钱拍这种东西意义何在。
"
LOOK,2,较差,2020-08-15 09:59:51,131,"
2020年盛夏看一部大陆导演拍的一仲各表硬核深蓝宣传片，我真的有点穿越。也不用扯上光荣之路、现代启示录、全金属外壳之类，一部现代战争片，最终的落脚点就是一面旗，就不多说啥了。唯一有点意思的人物是零星闪过几个镜头的余皑磊，造型气场有点《老无所依》里哈维尔·巴登的味道，是人在战争处境下不知所措的荒诞变态感。其他人物都是一个模子出来的。
"
会笑的昨天,5,力荐,2020-08-14 13:24:25,1176,"
表演、摄影、置景都无可挑剔，成片对得起观众的期待。看之前一直好奇姜武这个角色，以往他在我眼里都是硬汉形象，以为在电影里也会充满北方爷们的狠劲，但其实不是……他只是演绎了一个平凡的民兵，所以我看电影的时候快急死了！一方面特别期望看到他的崛起，一方面又讶于他瓜怂的演绎。历史上本来就没有那么多大英雄，有的只是千千万万个不屈不挠，英勇反抗的平凡人物。
"
大钊,2,较差,2020-08-18 23:50:28,233,"
《八佰》破8指日可待。编剧和管虎彻底毁了这场大制作，烂归烂，还是很推荐大家看IMAX，如此精致光影的租界夜上海，快节奏的反击战，文戏再烂也值了。要讲悲壮的历史，全片一点都不严肃，看不到一点战争的样子，演员形象本身不立体，表演还一脸自我满足，很多“感人”的场面找不到合理动机。中国不缺技术，缺艺术，和删减无关，管虎本身不行。
"
寒枝雀静,4,推荐,2020-08-15 00:03:46,93,"
C / 与其说是关于战士的电影，不如说是关于“戏子”与“观众”的电影。用第一天极为刺骨地对苏州河两岸空间作二元勾勒之后，影片试图提出一个颇为大胆的命题：“观看”从不仅仅是观看，目光具备蓄积力量、引向行动并突破边界的潜能。由此才有灯红酒绿中人的双手，才有最后的情感喷薄。然而对岸群像的删减却让这个目视关系联结交错的过程大大萎缩，因而“不知亡国恨”之人的泪水也变得虚假，苦心孤诣构建的空间对垒也愈发无力。而银幕前的观众，在受尽了隔岸观火“无能为力”的折磨之后，过于轻巧地加入了英雄的队伍，无所适从。
"
cllaomi,2,较差,2020-08-14 23:14:13,187,"
在舞台剧般扯着嗓子的口号声和拉开架势要干一架的做作表演风格这些外放亢奋的情绪下是指向不明的大杂烩式苍白内核。无论是士兵还是被塑造成隔岸观火的南岸民众，都是工具人，沦为走马观花的描绘，就谈不上有“平凡人转换”的土壤和让观众共情的可能。某些桥段想质疑用虚妄的抵抗的荣誉牺牲国民、只为作秀的做法，另一些桥段又马上生硬地嫁接到“用牺牲让历史铭记”、“唤醒民智”的主题上，就好像片中谢晋元角色能在一开始提出”明朝为何而亡“、”战争后都是政治“，片尾又突然掉到家国信仰一般，充满了妄图将民族主义主旋律和反主旋律粗糙糅合在一起的那种逻辑上的割裂与矛盾。角色的台词，要么浅薄，要么纯为刺激情绪。护旗桥段就有点扯淡了，到了片尾隔着租界的门比大拇指、伸出拳头的设计就已经是好笑了。白马的象征意义、逃兵视角都是多余的。
"
游女,2,较差,2020-08-16 10:48:10,233,"
找孙元良宣传的电影，没什么好说的，侮辱八百壮士。
"
Le Salomon,2,较差,2020-08-15 11:29:42,184,"
人家跟你谈严谨，你跟人家谈情怀。拍了部夸岳飞的电影，请秦桧后人一起宣传。这电影最大的亮点就是告诉人们对帝国主义展示自己的悲惨来博得同情和援助是不切实际的，没有足够的实力，在任何时代都是会只有英烈没有胜利。
"
浆糊骗子,2,较差,2020-08-14 12:36:53,130,"
老好人已经跳不出老好人的戏路了；wqy+学wqy的=双倍毁戏

"
连城易脆,4,推荐,2020-08-15 21:32:11,77,"
电影遭受的各种场外风波和批评现在看起来似乎不大公平。首先八佰壮士是李德胜大大钦定的革命典型，四行仓库抗战纪念馆也是我党亲自出资筹建的。诚然，老蒋等KMT高层确实昏庸无能，且总是寄希望于英美国家，八百壮士确实被当成了炮灰，但是无碍于他们是革命英雄啊！陈树生舍生取义的故事不动容吗？底层将士英勇抗日难道不是事实吗？不能因为将领的无能而否定底层战士的牺牲呀！他们同样生的伟大，死的光荣。另外看过电影以及看过原版对比就知道，电影就没有提所谓逃跑将军孙元良，所以谈何洗白呢？洗什么了？即便管虎和秦汉合影的操作有点谜，但是电影现在看下来没啥大毛病呀，无非就是因为删减造成了部分情节不连贯人物无头无尾，但是如果你参观过四行仓库原址，就知道电影几乎就是照着抗战纪念馆原封不动拍的，完全符合我党对于这场战争的描述。
"
江湖骗纸,2,较差,2020-08-17 12:59:37,156,"
太刻意了，而且几乎每个明星都有一个超大的特写镜头，影响观感。
"
鸟倦知还,5,力荐,2020-08-14 17:19:07,1047,"
2020年真正意义上看的第一部电影，基本只有两个字：震撼。震撼场面的宏大，故事的完整，节奏的流畅，演员的演技，但最重要的是，对平凡人的尊重。没有番号的军队，没有番位的排名，电影回归本体，就该是《八佰》这样，用画面重现历史，用真诚铭记和怀念。中国电影工业化的里程碑之作，不愧是大片！

"
欢乐分裂,4,推荐,2020-08-14 23:10:40,203,"
覆巢之下焉有完卵，大时局振动下的一群小人物，如何穿行在硝烟之中，演绎一段几乎被遗忘的历史。不无浪漫化的想象，不无意识形态的呈现，不无过度的煽情，然而当一个个年轻的、有温度的生命，用血肉之躯践行着“吾往矣”，真是悲壮到惨烈；大声报出的名字终究湮灭于成王败寇的蒙尘档案，墙上累累的弹眼是戳进心窝的伤口，远景中回避的旗帜如被证实的预言——他们被记住了吗？白马成为奔赴自由的（虚幻）象征意象。

两岸的互看设置很见野心，也颇具意味，一场战斗沦为政治“秀”，各方实力的互钳掣制与冲突算计，寻常百姓的人心浮动，地狱烈火与歌舞升平的互照，戏里戏外都暗含讽喻。
"
煙霞,5,力荐,2020-08-21 20:44:42,514,"
战士军前半死生，美人帐下犹歌舞。
所有的战争背后都是政治。
救救孩子。
"
YiQiao,2,较差,2020-08-14 22:14:49,123,"
即使只是六佰五甚至四佰 管虎作为导演的能力之匮乏可见一斑 镜头语言重复无力 音效堆叠铺满试图煽情 剪辑不断消减冲击力 群戏混乱 场景关系交代不清 个人戏立不住形象 演员表演能力层次不齐无电影感 前线租界全要说还真是不怕自己消化不良 故事稀碎台词平白 旁观者视角几乎多余 以已知日程做节点本就是种无聊的切入角度 紧张的守卫战事却拍得冗长乏味 史料放默片也就算了以角色镜头实录的默片段落突兀且无必要 乱用意象《老炮儿》跑完鸵鸟这里轮到白马了是吧？爱国再次升级 手持机关枪打飞机//就这血浆用量 肢体断裂展现的直接程度 中国电影还不分级？//电影难看观众垃圾 也是配
"
